# Species	Genes	Alg.-Conn.	GCF_000001405.39_GRCh38.p13_protein.faa	GCF_000002285.3_CanFam3.1_protein.faa	GCF_000181335.3_Felis_catus_9.0_protein.faa	GCF_000464555.1_PanTig1.0_protein.faa	GCF_003709585.1_Aci_jub_2_protein.faa
5	18	0.617	NP_001269355.1,NP_001269356.1,NP_002640.2,XP_005250500.1	XP_005631016.1,XP_540385.2	XP_019680900.1,XP_019680901.1,XP_019680902.1,XP_019680903.1	XP_015393746.1,XP_015393747.1,XP_015393748.1,XP_015393749.1	XP_026927476.1,XP_026927477.1,XP_026927478.1,XP_026927479.1
5	20	0.523	NP_001304714.1,NP_001304715.1,NP_057170.1,XP_011514595.1,XP_016867785.1	XP_005621039.1,XP_005621042.1,XP_013969653.1,XP_849249.1	XP_003998591.1,XP_006942088.1,XP_006942089.1,XP_023102517.1	XP_007073952.1,XP_007073953.1,XP_007073954.1	XP_014934282.2,XP_014934283.2,XP_014934284.2,XP_026897780.1
5	20	0.624	NP_060741.3,XP_005264457.1,XP_005264458.1,XP_024308743.1	XP_005630517.1,XP_005630518.1,XP_532965.2	XP_006930342.2,XP_006930343.2,XP_006930344.2,XP_006930345.2,XP_023107628.1	XP_007082385.1,XP_007082386.1,XP_007082387.1,XP_007082389.1	XP_026908449.1,XP_026908450.1,XP_026908451.1,XP_026908453.1
5	15	0.581	NP_001306873.1,NP_073615.2,XP_024304966.1,XP_024304968.1	XP_005617814.1,XP_005617815.1,XP_544483.3	XP_003989734.1,XP_019691996.1,XP_023114104.1,XP_023114105.1	XP_007078216.1,XP_015391201.1	XP_026915786.1,XP_026915787.1
5	15	0.568	NP_001230461.1,NP_001230462.1,NP_690048.1,XP_005245800.1	XP_003433907.1,XP_005617823.1	XP_003989729.1,XP_006934487.1,XP_023114099.1	XP_007078218.1,XP_015391203.1	XP_014930624.1,XP_014930625.1,XP_026915807.1,XP_026915809.1
5	15	0.637	NP_001035241.1,NP_060870.1,XP_011541199.1	XP_005619700.1,XP_005619701.1,XP_022273877.1,XP_852775.2	XP_006936807.1,XP_019667022.1	XP_007091254.1,XP_015397096.1,XP_015397097.1,XP_015397098.1	XP_026892600.1,XP_026892601.1
5	15	0.589	NP_573403.1,NP_877496.1,XP_005260553.1,XP_006723917.1	XP_005635189.1,XP_866792.2	XP_023106934.1,XP_023106935.1,XP_023106936.1,XP_023106937.1	XP_007078062.1,XP_015391151.1	XP_014920942.1,XP_026926046.1,XP_026926047.1
5	15	0.598	NP_005946.2,XP_011539793.1	XP_005628986.1,XP_005628987.1,XP_013975033.1,XP_022283522.1	XP_003989924.2,XP_006934646.2,XP_006934647.2,XP_019692241.2	XP_007092547.1,XP_007092548.1	XP_014925806.2,XP_014925808.2,XP_026915412.1
5	15	0.591	NP_001186913.1,NP_004997.4	XP_005640631.1,XP_536039.1	XP_003991092.1,XP_006935550.1,XP_006935551.1	XP_007090018.1,XP_007090019.1,XP_007090020.1,XP_007090021.1	XP_014929624.1,XP_014929625.1,XP_014929626.1,XP_026908519.1
5	17	0.582	NP_001012769.1,NP_001171591.1,NP_001171592.1,NP_001334959.1	XP_857746.2,XP_858111.1	XP_011281949.1,XP_011281950.1,XP_011281951.1,XP_023112229.1	XP_007081380.1,XP_007081381.1,XP_007081382.1	XP_014926116.1,XP_014926117.1,XP_014926118.1,XP_026929483.1
5	17	0.577	NP_001308576.1,NP_054861.2	XP_013978116.1,XP_022263523.1,XP_022263532.1,XP_535190.2	XP_003988153.2,XP_006933300.2,XP_006933301.2,XP_019689496.2	XP_007081268.1,XP_007081269.1,XP_007081270.1	XP_014923277.1,XP_014923278.1,XP_014923279.1,XP_026929220.1
5	17	0.593	NP_001124317.1,NP_001697.2,XP_005247751.1	NP_001182333.1,XP_005639776.1,XP_005639777.1,XP_005639778.1,XP_005639779.1	XP_003991853.1,XP_006936251.1,XP_006936252.1	XP_007083626.1,XP_007083627.1,XP_007083628.1	XP_026917007.1,XP_026917008.1,XP_026917009.1
5	17	0.565	NP_001093639.1,NP_001093640.1,NP_006830.2,XP_005264167.1,XP_016858683.1	XP_005630528.1,XP_852196.1,XP_865301.2	XP_006930322.1,XP_011279483.1,XP_019683095.1	XP_007082365.1,XP_007082366.1,XP_007082370.1	XP_014931256.1,XP_014931257.1,XP_014931258.1
5	17	0.61	NP_001273700.1,NP_056389.1,NP_115593.3,XP_016863500.1	XP_005628338.1,XP_005628339.1,XP_013974319.1,XP_013974320.1	XP_003985338.1,XP_019684941.1,XP_023108823.1,XP_023108824.1	XP_007086994.1,XP_015395139.1	XP_014935509.1,XP_026913973.1,XP_026913974.1
5	17	0.589	NP_001116242.1,XP_006711641.1,XP_016858045.1,XP_024306070.1	XP_005622566.1,XP_005622567.1,XP_022276738.1	XP_003999256.1,XP_019677205.1,XP_019677206.1,XP_019677207.1	XP_007084070.1,XP_007084071.1	XP_026930036.1,XP_026930037.1,XP_026930038.1,XP_026930039.1
5	17	0.576	XP_005252836.1,XP_006718199.1,XP_011518181.1	XP_013978046.1,XP_013978047.1,XP_022263448.1,XP_022263449.1	XP_006937069.1,XP_006937070.1,XP_019667448.1,XP_019667451.1	XP_007080974.1,XP_007080975.1	XP_026895519.1,XP_026895520.1,XP_026895521.1,XP_026895522.1
5	17	0.577	NP_001129495.1,NP_001248390.1,NP_006154.1	XP_005636800.1,XP_005636801.1,XP_005636802.1,XP_005636803.1,XP_543621.2	XP_011282277.1,XP_011282278.1,XP_019690594.1	XP_007081483.1,XP_007081484.1,XP_015392750.1	XP_014943308.1,XP_014943309.1,XP_026892150.1
5	17	0.616	NP_001340845.1,NP_003023.1,NP_775323.1	XP_005639869.1,XP_005639870.1	XP_019695562.1,XP_023116081.1,XP_023116082.1,XP_023116083.1	XP_007083636.1,XP_007083639.1,XP_015393593.1,XP_015393594.1	XP_026917020.1,XP_026917021.1,XP_026917022.1,XP_026917023.1
5	17	0.593	NP_001124193.1,NP_076995.1,XP_011530535.1,XP_011530536.1	XP_005639328.1,XP_022269340.1,XP_545023.2	XP_003985131.1,XP_019684645.1,XP_019684646.1,XP_023108628.1	XP_007098312.1,XP_015400261.1	XP_014937345.1,XP_026918348.1,XP_026918359.1,XP_026918366.1
5	16	0.624	NP_006181.1,XP_006712618.1,XP_011509554.1,XP_011509555.1	XP_013966407.1,XP_013966408.1,XP_022270688.1	XP_011283762.1,XP_011283763.1	XP_007090071.1,XP_007090072.1,XP_015396465.1,XP_015396466.1	XP_014941820.2,XP_026909483.1,XP_026909492.1
5	16	0.587	NP_001350407.1,NP_116231.2,XP_005250712.1	XP_005628441.1,XP_005628442.1,XP_022282924.1,XP_532426.3	XP_011278845.1,XP_011278846.1,XP_019681355.1,XP_023106337.1	XP_007078144.1,XP_007078145.1	XP_014926545.2,XP_014926546.2,XP_014926547.2
5	16	0.629	NP_055568.3,XP_005271903.1,XP_011538704.1	XP_005637567.1,XP_005637568.1,XP_013964533.1,XP_534956.2	XP_011285715.1,XP_023096468.1,XP_023096469.1,XP_023096470.1	XP_007080132.2,XP_015392100.1	XP_014924542.2,XP_026918396.1,XP_026918397.1
5	16	0.619	NP_001354250.1,NP_001354251.1,NP_001354252.1,NP_886552.3	XP_005632295.1,XP_005632296.1,XP_013977098.1,XP_533758.3	XP_006929007.1,XP_006929008.1,XP_023105749.1	NP_001277533.1,XP_007076682.1,XP_007076683.1	XP_014921547.1,XP_014921548.1
5	16	0.456	NP_055198.1,XP_011525020.1,XP_016882077.1,XP_024307219.1	XP_013971166.1,XP_013971168.1	XP_003998026.2,XP_006941472.2,XP_019674319.2,XP_019674320.2	XP_007096843.1,XP_015399602.1,XP_015399603.1	XP_014927434.1,XP_014927435.1,XP_026900586.1
5	16	0.618	NP_001311265.1,NP_001311266.1,NP_031399.2	XP_005637777.1,XP_535013.2	XP_006938233.1,XP_019669370.1,XP_023096682.1,XP_023096683.1	XP_007087248.1,XP_007087249.1,XP_007087250.1,XP_015395320.1	XP_014938434.1,XP_026918849.1,XP_026918850.1
5	16	0.56	NP_001167623.1,NP_005824.2,XP_005251697.1,XP_016869666.1	XP_003435385.2,XP_022279533.1,XP_022279534.1	XP_006939522.1,XP_006939523.1,XP_019672072.1	XP_007094460.1,XP_007094461.1	XP_014916938.1,XP_014916947.1,XP_026890907.1,XP_026890908.1
5	16	0.535	NP_001015052.1,NP_001015054.1,NP_002425.2,XP_024306050.1	XP_005621832.1,XP_005621833.1,XP_005621834.1	XP_023102455.1,XP_023102457.1,XP_023102458.1,XP_023102459.1	XP_007096734.1,XP_007096735.1	XP_026899591.1,XP_026899592.1,XP_026899593.1
5	16	0.576	NP_001121699.1,NP_005467.1,XP_016869656.1	XP_003431623.1,XP_005626866.1	XP_003995677.1,XP_006939341.1,XP_006939343.1,XP_019671754.1	XP_007076537.1,XP_007076539.1,XP_015390484.1	XP_014934937.1,XP_014934939.1,XP_026895238.1,XP_026895241.1
5	16	0.6	NP_000469.3,NP_001356732.1,NP_001356733.1,NP_001356734.1	NP_001184066.1,XP_005617269.1,XP_005617270.1,XP_005617271.1	NP_001036028.1,XP_023113584.1,XP_023113585.1	XP_007083789.1,XP_007083790.1	XP_014941877.2,XP_026915970.1,XP_026915971.1
5	16	0.484	NP_689822.2,XP_005273138.2,XP_011542412.1,XP_011542413.1	XP_005622665.1,XP_005622668.1,XP_013970729.1,XP_022276875.1	XP_011289130.1,XP_019677038.1,XP_019677039.1	XP_007077011.1,XP_007077012.1	XP_026902046.1,XP_026902047.1,XP_026902048.1
5	16	0.576	NP_002255.3,XP_005247494.1,XP_024309282.1	XP_005639617.1,XP_022269727.1,XP_535761.1	XP_003991743.1,XP_019695398.1,XP_019695399.1,XP_023115983.1	XP_007098374.1,XP_007098375.1	XP_014937752.1,XP_026916790.1,XP_026916791.1,XP_026916792.1
5	19	0.583	NP_000925.2,NP_001159392.1,XP_005256758.2,XP_016880254.1	XP_005624992.1,XP_022279160.1,XP_854003.1	XP_006940042.1,XP_011287330.1,XP_019672920.1,XP_019672921.1	XP_007076179.1,XP_015390322.1,XP_015390323.1,XP_015390324.1	XP_014936874.2,XP_026890448.1,XP_026890449.1,XP_026890450.1
5	18	0.478	NP_000195.3,NP_001304986.2,NP_001317964.1,NP_001362212.1	XP_005639325.1,XP_013965450.1,XP_022269426.1,XP_022269427.1	XP_006930977.2,XP_011280012.1,XP_019684648.1	XP_007098325.1,XP_007098327.1,XP_007098329.1	XP_014937330.2,XP_014937332.2,XP_026918205.1,XP_026918212.1
5	10	0.543	NP_065147.1	XP_005623819.1,XP_537542.3	XP_006933137.1,XP_023111756.1,XP_023111757.1	XP_007094993.2	XP_014930455.2,XP_026922323.1,XP_026922324.1
5	10	0.455	NP_001304310.1,NP_055093.2,NP_001304311.1	XP_533297.2,XP_005631881.1	XP_004001145.1,XP_019684550.1	XP_007091873.1	XP_014927277.2,XP_026921605.1
5	10	0.545	NP_036372.1,XP_006719371.1,XP_006719372.1	XP_005636355.1,XP_013963568.1,XP_863164.1	XP_003994768.1	XP_007093609.1,XP_015398121.1	XP_026899748.1
5	10	0.55	NP_001244062.1,NP_001244063.1,NP_116290.1	XP_003433591.1	XP_003988733.1,XP_006933749.1,XP_006933750.1	XP_007073066.1	XP_014921229.2,XP_014921230.2
5	10	0.464	NP_037468.1,NP_060614.2	NP_001003315.1,XP_005617196.1	XP_023112104.1,XP_003982606.1	XP_007081281.1,XP_007097438.1	XP_026905627.1,XP_026929215.1
5	10	0.547	NP_006775.1	XP_005630731.1,XP_540261.2	XP_011283393.1,XP_011283394.1,XP_023114811.1	XP_015390127.1	XP_014931666.2,XP_014931667.2,XP_026914068.1
5	10	0.4	NP_060040.1,XP_011515262.1	XP_022282219.1	XP_004000216.1,XP_006943520.3,XP_023104494.1	XP_015397257.1	XP_026919442.1,XP_026919443.1,XP_026919444.1
5	10	0.508	NP_002971.2,XP_011509923.1,XP_016860159.1	XP_022261773.1	XP_019694670.2,XP_023115017.1	XP_007091247.1	XP_026911763.1,XP_026911764.1,XP_026911765.1
5	10	0.59	NP_060848.2	XP_005620916.1	XP_003998168.3,XP_011288419.1	XP_007090331.1,XP_007090332.1,XP_007090333.1	XP_026931780.1,XP_026931781.1,XP_026931782.1
5	10	0.647	NP_078803.4	XP_005632783.1,XP_022262602.1,XP_541956.3	XP_003982084.1,XP_011288890.1,XP_019674805.1	XP_007088699.1	XP_026894081.1,XP_026894082.1
5	10	0.512	NP_001352334.1,NP_003860.3,NP_932327.2	XP_013969592.1,XP_013969593.1	XP_019675421.1	XP_007090312.1,XP_007090313.1,XP_015396608.1	XP_014923601.1
5	10	0.555	NP_000022.3,XP_011516666.1	XP_855370.1	XP_006939449.1,XP_019671942.1,XP_019671943.1	XP_007094557.1	XP_026890694.1,XP_026890695.1,XP_026890696.1
5	10	0.607	NP_071936.2,XP_011536973.1	XP_003639962.1	XP_003994760.1,XP_006938580.1,XP_019670167.1	XP_015391894.1	XP_026899626.1,XP_026899627.1,XP_026899628.1
5	10	0.562	NP_775869.4,XP_011536526.1	XP_005636335.2,XP_013963341.1,XP_013963343.1	XP_023097237.1	XP_015391892.1	XP_014924065.2,XP_026899615.1,XP_026899616.1
5	10	0.576	NP_835454.1,XP_011523781.1	XP_013971780.1	XP_006940628.1,XP_019673784.1,XP_023099725.1	XP_007091363.1	XP_026908097.1,XP_026908098.1,XP_026908099.1
5	10	0.544	NP_689778.1	XP_535118.2	XP_004001664.2,XP_023104213.1,XP_023104214.1	XP_007084380.1,XP_015393985.1	XP_014930220.1,XP_014930221.1,XP_026920094.1
5	10	0.557	NP_116586.1,XP_011530452.1	XP_013976930.1	XP_006930928.2,XP_011279986.1,XP_011279987.1	XP_015397374.1	XP_026921911.1,XP_026921919.1,XP_026921927.1
5	10	0.54	NP_006388.2	XP_003639769.1,XP_005632882.1	XP_003981966.1,XP_011287663.1,XP_011287664.1	XP_007098223.1	XP_026906355.1,XP_026906356.1,XP_026906357.1
5	10	0.471	NP_061330.2	XP_013969768.1,XP_536876.4,XP_022275428.1	XP_023102305.1,XP_023102306.1	XP_007081161.1,XP_015392597.1	XP_026898033.1,XP_026898034.1
5	10	0.548	NP_008921.1	XP_005617770.1,XP_005617771.1,XP_544469.1	XP_006934523.1,XP_019692019.1	XP_015391191.1	XP_014930552.2,XP_026915747.1,XP_026915748.1
5	10	0.501	NP_001164045.1,NP_689843.1,XP_024308112.1	XP_022271919.1,XP_022271920.1,XP_549103.2	XP_019679584.1,XP_019679585.1	XP_007087625.1	XP_014941051.1
5	10	0.54	NP_006452.3	XP_005624912.1,XP_537743.4	XP_003996536.1,XP_019673026.1,XP_019673027.1	XP_007076113.1	XP_026890306.1,XP_026890307.1,XP_026890308.1
5	10	0.561	NP_003863.2,NP_957718.1,NP_958436.1	XP_022270931.1,XP_022270932.1,XP_859506.1	XP_006935548.2	XP_007090022.1	XP_014929628.2,XP_026908560.1
5	10	0.572	NP_068595.3	XP_013965133.1	XP_006932425.2,XP_011281275.2,XP_019687594.2	XP_007084665.1,XP_007084666.1	XP_014932760.1,XP_014932761.1,XP_026923598.1
5	10	0.611	NP_001120822.1,NP_060108.2,XP_005245971.1	XP_005617764.1,XP_544460.1	XP_003989815.1	XP_007097981.1,XP_007097982.1,XP_007097983.1	XP_014930534.1
5	10	0.461	NP_001162589.1,NP_065911.3	XP_005618705.1,XP_013968122.1,XP_005618706.1	XP_023108993.1,XP_023108994.1	XP_007091195.1	XP_026908265.1,XP_026908339.1
5	10	0.402	NP_001136028.1,NP_036616.2,NP_036617.2	XP_013968510.1,XP_854651.3	XP_023115775.1,XP_023115781.1	XP_007077696.2	XP_014922495.2,XP_026889586.1
5	10	0.515	NP_742066.2,XP_016858840.1,XP_024308463.1	XP_022280377.1,XP_538474.3	XP_011279347.2	XP_007097901.1	XP_014929918.1,XP_026928364.1,XP_026928365.1
5	10	0.564	NP_001276841.1,NP_001885.1,NP_689407.1	XP_850168.1	XP_023113470.1,XP_023113471.1	XP_007079459.1	XP_026926538.1,XP_026926540.1,XP_026926541.1
5	10	0.448	NP_060420.2,XP_011523265.1,XP_024306589.1	XP_005624081.1	XP_019673908.2,XP_023100025.1,XP_023100026.1	XP_015397221.1	XP_026908371.1,XP_026908372.1
5	10	0.399	NP_001290547.1,NP_006557.2,XP_005266699.1	XP_005615388.1,XP_022268834.1,XP_022268882.1	XP_023097862.1	XP_007084809.1,XP_015394204.1	XP_014935896.1
5	10	0.534	XP_005249000.1,XP_011512706.1	XP_005627308.1	XP_019687135.2,XP_023109650.1,XP_023109653.1	XP_015394376.1	XP_026913728.1,XP_026913729.1,XP_026913732.1
5	10	0.589	NP_001159867.1,NP_005760.1	NP_001274059.1,XP_013969437.1,XP_022273757.1	XP_011288528.1	XP_007099410.2,XP_015398348.1,XP_015398351.1	XP_014943875.2
5	10	0.521	NP_000485.3	XP_013964573.1,XP_022267494.1	XP_006938218.2,XP_019669344.2,XP_019669345.2	XP_007080367.1	XP_026918805.1,XP_026918806.1,XP_026918807.1
5	10	0.558	NP_001267.2	NP_001171278.1	XP_003999432.2,XP_019677573.2,XP_019677574.2	XP_007086541.1,XP_015394900.1	XP_014924372.2,XP_026930559.1,XP_026930560.1
5	10	0.639	NP_008970.2,XP_005267344.1,XP_011534669.1	XP_547945.2	XP_023111689.1,XP_023111690.1,XP_023111691.1	XP_015398774.1	XP_026922164.1,XP_026922165.1
5	10	0.566	NP_001341706.1,NP_004337.2,NP_116786.1	NP_001003042.1	NP_001009338.1	XP_007099078.1,XP_015400651.1	XP_014932669.2,XP_026932905.1,XP_026932906.1
5	10	0.544	NP_001706.2,XP_011542126.1,XP_011542127.1	XP_022265654.1	XP_003984891.1,XP_019684238.1,XP_019684239.1	XP_007097197.1	XP_014928634.2,XP_026925201.1
5	10	0.528	NP_002442.2	XP_005626734.1,XP_013973265.1	XP_011286911.1,XP_011286912.1,XP_019671603.1	XP_007098629.1	XP_026895030.1,XP_026895031.1,XP_026895032.1
5	10	0.542	NP_061188.1,XP_024302772.1	XP_005628432.1	XP_003983106.1,XP_006929435.1,XP_023106339.1	XP_007078150.1	XP_014926543.1,XP_026931282.1,XP_026931283.1
5	10	0.547	NP_001073886.1	XP_005621327.1,XP_013969843.1,XP_013969844.1	XP_003998696.1,XP_011288836.1,XP_023102652.1	XP_015397549.1	XP_026907462.1,XP_026907465.1
5	10	0.61	NP_066930.1,NP_203526.1,NP_203527.1	XP_005616663.1,XP_022281538.1,XP_541631.3	XP_003997869.1,XP_023100965.1	XP_007096951.1	XP_014942242.1
5	10	0.605	NP_001248755.1,NP_001361728.1,NP_003929.4	XP_005633160.1	XP_023099085.1,XP_023099097.1	XP_015399824.1	XP_026905133.1,XP_026905134.1,XP_026905136.1
5	10	0.553	NP_001005752.1,NP_076872.1	XP_022283579.1	XP_006934616.1,XP_019692179.1,XP_019692180.1	XP_007092509.1	XP_014925774.2,XP_026915533.1,XP_026915534.1
5	10	0.561	NP_001878.1,XP_011528201.1	XP_013963576.1	XP_011286023.1,XP_019670409.1,XP_019670410.1	XP_007082653.1	XP_026906625.1,XP_026906626.1,XP_026906627.1
5	10	0.605	NP_001073883.2,XP_011535098.1	XP_022278172.1	XP_003988011.3,XP_023111729.1,XP_023111730.1	XP_007095357.1	XP_026922233.1,XP_026922234.1,XP_026922235.1
5	10	0.479	NP_000031.1	NP_001003369.2	XP_003992504.1,XP_019666881.1,XP_019666882.1	XP_015392270.1,XP_015392271.1	XP_014917961.2,XP_014917971.2,XP_026892384.1
5	10	0.522	NP_001078898.1,XP_005250224.1	XP_003432117.2	XP_003983147.2,XP_019681442.1,XP_019681443.1	XP_007082696.1	XP_014922534.1,XP_026931363.1,XP_026931364.1
5	10	0.296	NP_001287763.1,XP_016855812.1	XP_022260758.1	XP_006935059.1,XP_019693167.1,XP_019693171.1	XP_015390482.1	XP_026914157.1,XP_026914158.1,XP_026914159.1
5	10	0.535	NP_000268.1,NP_001341233.1	XP_532671.3	XP_019690976.1,XP_019690977.1,XP_019690978.1	XP_007085735.1	XP_014924288.1,XP_026926778.1,XP_026926779.1
5	10	0.537	NP_001124436.1,NP_006216.2	XP_542705.2,XP_859460.3	XP_011284537.1,XP_011284540.1,XP_023116511.1	XP_015392534.1	XP_026896473.1,XP_026896474.1
5	10	0.586	NP_068814.2	XP_537479.1	XP_006932972.1,XP_006932973.1,XP_019688690.1	XP_007095260.1,XP_007095261.1,XP_015398919.1	XP_026921702.1,XP_026921703.1
5	10	0.533	NP_057238.3	NP_001003275.1,XP_022272607.1,XP_022272630.1	XP_003997832.1,XP_019675063.1	XP_007087314.1	XP_014933026.2,XP_026900727.1,XP_026900728.1
5	10	0.54	NP_001245134.1,NP_659505.1	XP_022279188.1	XP_006940017.1,XP_019672883.1,XP_019672884.1	XP_015390371.1	XP_026890493.1,XP_026890494.1,XP_026890495.1
5	10	0.536	NP_060708.1,XP_011514699.1,XP_024302603.1	XP_022259442.1,XP_539880.2	XP_023106406.1	XP_015396888.1	XP_026931426.1,XP_026931427.1,XP_026931428.1
5	10	0.527	NP_001188406.1,NP_060562.3	XP_022270543.1	XP_023100788.1,XP_023100789.1,XP_023100790.1	XP_015399532.1	XP_026900192.1,XP_026900193.1,XP_026900194.1
5	10	0.638	NP_002959.2	XP_005617623.1,XP_544410.2	XP_019675302.1,XP_019675303.1,XP_023100916.1	XP_015399528.1	XP_026900216.1,XP_026900217.1,XP_026900218.1
5	10	0.533	NP_036551.3	XP_022273810.1,XP_022273815.1,XP_850692.1	XP_003986710.1,XP_019686958.1	XP_007097274.1	XP_014929158.1,XP_026912399.1,XP_026912400.1
5	10	0.564	NP_477097.1,XP_016869447.1,XP_016869448.1	XP_022268136.1	XP_019678467.1	XP_007073340.1,XP_015390906.1	XP_014927647.1,XP_026920009.1,XP_026920010.1
5	10	0.557	NP_001193469.1,XP_006711001.1,XP_016857917.1	XP_005617938.2,XP_022269685.1,XP_022269693.1	XP_006934430.1,XP_023113990.1	XP_007083822.1	XP_026916039.1
5	10	0.511	NP_001172035.1,NP_695000.1	XP_849099.2	XP_003991667.1,XP_019695259.1,XP_019695260.1	XP_007098654.1	XP_026933492.1,XP_026933493.1,XP_026933494.1
5	10	0.566	NP_001106962.1,XP_005262144.1,XP_011529177.1	XP_005641760.1,XP_538144.2	XP_006943997.1	XP_015391348.1	XP_026910796.1,XP_026910797.1,XP_026910798.1
5	10	0.565	NP_078953.4	XP_022272917.1	XP_003985468.1,XP_006931218.1,XP_006931219.1	XP_007098947.1,XP_007098948.1	XP_014942025.1,XP_014942027.1,XP_026911703.1
5	10	0.55	NP_037386.1,XP_005268866.1,XP_005268867.1	XP_022279864.1	XP_023112960.1,XP_023112961.1,XP_023112962.1	XP_007082276.1	XP_026927142.1,XP_026927143.1
5	10	0.538	XP_005247826.1,XP_006713807.1	XP_005639561.1,XP_022269713.1,XP_022269714.1	XP_006936119.1	XP_007098698.1	XP_014930801.1,XP_026916685.1,XP_026916686.1
5	10	0.539	NP_056311.2	XP_005638215.1	XP_004000027.2,XP_011289702.1,XP_019678454.1	XP_007095631.1,XP_007095632.1	XP_014927653.1,XP_014927654.1,XP_014927655.1
5	10	0.558	NP_006175.2,XP_016882334.1	XP_541506.2	XP_003997575.1,XP_006941079.1,XP_011287965.1	XP_007074334.1	XP_014942661.2,XP_014942662.2,XP_014942663.2
5	10	0.532	NP_835224.3,XP_011510441.1	XP_535985.1	XP_011283692.2,XP_023115279.1,XP_023115280.1	XP_007083956.1	XP_014942277.1,XP_026911183.1,XP_026911184.1
5	10	0.648	NP_001080.2	XP_022275948.1,XP_022275949.1,XP_537004.4	XP_023102886.1,XP_023102887.1	XP_015400496.1	XP_026899339.1,XP_026899340.1,XP_026899341.1
5	10	0.539	NP_037522.1,XP_005251926.1	XP_005615917.1,XP_022276910.1,XP_541287.3	XP_003995450.1	XP_007077548.1	XP_026896844.1,XP_026896845.1,XP_026896846.1
5	10	0.503	NP_149989.2,XP_011521771.1	XP_022270506.1	XP_023100975.1,XP_023100976.1,XP_023100977.1	XP_015396580.1	XP_026931640.1,XP_026931641.1,XP_026931642.1
5	10	0.534	NP_000732.2,NP_001353621.1	XP_005631350.1	XP_003993259.1,XP_019667903.1,XP_019667904.1	XP_007082175.1	XP_026928587.1,XP_026928588.1,XP_026928589.1
5	10	0.62	NP_085133.1,XP_005257283.1	XP_005624223.1	XP_023099727.1,XP_023099728.1,XP_023099729.1	XP_015397105.1	XP_026907959.1,XP_026907960.1,XP_026907961.1
5	10	0.557	NP_001304125.1,NP_001784.2	XP_005620846.1	XP_006941731.1,XP_019675519.1,XP_019675520.1	XP_015396592.1	XP_026931875.1,XP_026931876.1,XP_026931877.1
5	10	0.535	NP_001120691.1,NP_115981.1,XP_005253227.2	XP_005631371.1	XP_019667858.2,XP_023095547.1,XP_023095548.1	XP_007082133.1	XP_026928650.1,XP_026928652.1
5	10	0.535	NP_001122060.3,NP_001139509.1	XP_547592.5	XP_019670774.1,XP_019670775.1,XP_019670776.1	XP_015392352.1	XP_026924686.1,XP_026924687.1,XP_026924688.1
5	10	0.578	NP_006570.1	XP_005641376.1,XP_851024.1	XP_004000529.1,XP_019679329.1,XP_019679331.1	XP_007081701.1	XP_026909715.1,XP_026909716.1,XP_026909717.1
5	10	0.638	XP_024307243.1,NP_002087.2	XP_005633036.1,XP_005633037.1,XP_013977402.1	XP_019671850.2,XP_019671859.2	XP_007075247.1	XP_026905333.1,XP_026905335.1
5	10	0.54	NP_620144.1,XP_024304117.1	XP_005619832.1,XP_022274017.1,XP_536575.1	XP_006936685.1,XP_006936686.2,XP_006936687.2	XP_007074913.1	XP_014937919.2
5	10	0.501	NP_203754.2,XP_006718788.1	XP_005631265.1	XP_006937387.1,XP_011285205.1,XP_011285206.1	XP_007092675.1	XP_014932921.2,XP_026901373.1,XP_026901374.1
5	10	0.55	NP_001129628.1,NP_055725.2	XP_005616838.1	XP_011288278.1,XP_011288279.1,XP_019675202.1	XP_007096788.1	XP_026900761.1,XP_026900762.1,XP_026900763.1
5	10	0.55	NP_037441.2,XP_011520299.1,XP_016878049.1	XP_022268510.1	XP_003987249.2,XP_023111176.1,XP_023111177.1	XP_007081830.1	XP_026922970.1,XP_026922971.1
5	10	0.607	NP_001026855.2	XP_005622707.1,XP_013970749.1	XP_019676982.1,XP_023103408.1,XP_023103409.1	XP_015399932.1	XP_026902053.1,XP_026902054.1,XP_026902055.1
5	10	0.561	NP_660286.1	XP_546689.2	XP_003990189.1,XP_006934834.1,XP_019692664.1	XP_007089939.1,XP_007089940.1	XP_014927826.1,XP_014927827.1,XP_026914857.1
5	10	0.542	NP_002008.2	XP_005619621.1,XP_546404.2	XP_011284787.1,XP_019667105.1,XP_019667107.1	XP_015393208.1	XP_026892706.1,XP_026892708.1,XP_026892709.1
5	10	0.533	NP_003995.2,XP_011533351.1	NP_001184077.1	XP_003980299.1,XP_019671355.1,XP_023104615.1	XP_007074442.1	XP_014933259.1,XP_026920297.1,XP_026920298.1
5	10	0.539	NP_005273.1,XP_016882096.1,XP_016882097.1	XP_005616497.1,XP_005616498.1	XP_023101308.1	XP_007097379.1	XP_026893614.1,XP_026893615.1,XP_026893616.1
5	10	0.527	NP_001353127.1,NP_002631.3,NP_942130.1	XP_848751.1	XP_023097848.1,XP_023097849.1	XP_007096144.1	XP_026924939.1,XP_026924940.1,XP_026924941.1
5	10	0.647	NP_004095.4,XP_011521840.1	XP_005624202.1	XP_023100132.1,XP_023100133.1,XP_023100135.1	XP_015391673.1	XP_026908414.1,XP_026908415.1,XP_026908416.1
5	10	0.661	NP_003773.1	NP_001074191.1,XP_005627127.1,XP_013973519.1	XP_003986057.1,XP_023109566.1,XP_023109598.1	XP_007093350.1	XP_026913812.1,XP_026913813.1
