# Species	Genes	Alg.-Conn.	GCF_000001405.39_GRCh38.p13_protein.faa	GCF_000002285.3_CanFam3.1_protein.faa	GCF_000181335.3_Felis_catus_9.0_protein.faa	GCF_000464555.1_PanTig1.0_protein.faa	GCF_003709585.1_Aci_jub_2_protein.faa
5	5	0.6829999999999999	NP_085049.1	XP_005637487.1	XP_023113518.1	XP_015393781.1	XP_026892170.1
5	5	0.7809999999999999	NP_001619.1	NP_001239345.1	XP_003983124.1	XP_007076337.1	XP_014928536.1
5	5	0.917	NP_060352.1	NP_001011888.1	XP_003987056.1	XP_015394130.1	XP_026923423.1
5	5	0.473	NP_852094.2	NP_001138968.1	XP_003988470.3	XP_007076380.1	XP_014917298.1
5	5	0.451	NP_001182119.1	XP_013970656.1	XP_011289178.1	XP_015393776.1	XP_014933304.1
5	5	0.6709999999999999	NP_001258521.1	XP_022266702.1	XP_006933580.1	XP_007076382.1	XP_014917188.1
5	5	0.637	NP_001327.2	XP_005635417.2	XP_011279077.3	XP_015393727.1	XP_026902660.1
5	5	0.79	NP_065904.1	XP_543805.4	XP_023112559.1	XP_007076386.1	XP_014917210.2
5	5	0.77	NP_001005279.1	XP_013966644.1	XP_011289404.1	XP_015393947.1	XP_014940871.1
5	5	0.882	NP_001035546.1	XP_546933.3	XP_003998595.2	XP_015393995.1	XP_014934281.1
5	5	0.8340000000000001	NP_808881.3	XP_541830.2	XP_003982413.1	XP_015394004.1	XP_026894851.1
5	5	0.815	NP_005909.2	XP_849944.1	NP_001265782.1	XP_015394005.1	XP_026897779.1
5	5	0.871	NP_036611.2	XP_022275295.1	XP_003998588.1	XP_015394011.1	XP_026897784.1
5	5	0.78	NP_057439.2	XP_534885.3	XP_003988479.2	XP_007076362.1	XP_014917202.1
5	5	0.77	NP_001274173.1	XP_013964743.1	XP_006943354.1	XP_015393978.1	XP_014935972.1
5	5	0.82	NP_000058.1	NP_001138642.1	XP_003999995.1	XP_015393975.1	XP_026920095.1
5	5	0.75	NP_001075.1	XP_536856.2	XP_023102059.1	XP_015394044.1	XP_026897835.1
5	5	0.779	NP_004989.2	XP_535500.3	XP_011281207.2	XP_015394045.1	XP_026923183.1
5	5	0.713	NP_001414.1	XP_543803.3	XP_003988484.1	XP_007076356.1	XP_026891407.1
5	5	0.764	NP_001288032.1	XP_022268290.1	XP_011281277.2	XP_015394163.1	XP_014932763.1
5	5	0.557	NP_001004475.1	XP_853291.2	XP_019676936.2	XP_015393934.1	XP_014940861.2
5	5	0.774	NP_001301.1	XP_853938.1	XP_003988475.1	XP_007076369.1	XP_026891390.1
5	5	0.8140000000000001	NP_001138536.1	XP_022276362.1	XP_023102152.1	XP_015393919.1	XP_026897692.1
5	5	0.823	NP_057479.2	XP_535518.2	XP_003987079.1	XP_015394054.1	XP_014933675.1
5	5	0.778	NP_005642.1	XP_532700.2	XP_023108511.1	XP_015393903.1	XP_014936116.1
5	5	0.836	NP_001004439.1	XP_022268375.1	XP_023110903.1	XP_015394057.1	XP_026923425.1
5	5	0.688	NP_000499.1	XP_532697.2	XP_019684378.1	XP_015393895.1	XP_014936135.2
5	5	0.773	NP_060282.1	XP_013974502.1	XP_006929444.1	XP_007076342.1	XP_014928532.2
5	5	0.7020000000000001	NP_036608.1	XP_013972934.1	XP_011279560.2	XP_015393502.1	XP_026928047.1
5	5	0.7879999999999999	NP_001140158.1	XP_022270017.1	XP_023115943.1	XP_015393584.1	XP_014919872.2
5	5	0.828	NP_694545.1	XP_537333.2	XP_023097510.1	XP_015393578.1	XP_026924271.1
5	5	0.745	NP_001005187.1	XP_013968689.1	XP_003992549.1	XP_015394304.1	XP_014929507.1
5	5	0.635	NP_001004474.1	XP_003434600.1	XP_011284757.1	XP_015394305.1	XP_014929506.2
5	5	0.835	NP_001296.1	XP_005621019.1	XP_006942120.1	XP_015393568.1	XP_014930509.1
5	5	0.809	NP_060408.3	XP_538157.2	XP_004000890.1	XP_007076308.1	XP_026910041.1
5	5	0.912	NP_003115.1	XP_540234.2	XP_003984166.1	XP_015393505.1	XP_014919555.2
5	5	0.812	NP_060037.4	XP_549180.3	XP_003984154.1	XP_015393503.1	XP_026928045.1
5	5	0.821	NP_057381.3	XP_538538.2	XP_003984145.2	XP_015393500.1	XP_026928064.1
5	5	0.777	NP_006434.1	XP_538931.3	XP_003986210.1	XP_015394354.1	XP_026913515.1
5	5	0.7959999999999999	NP_001070886.1	XP_536779.3	XP_003998306.1	XP_015393491.1	XP_026932039.1
5	5	0.9009999999999999	NP_065978.1	XP_852661.2	XP_023101955.1	XP_015393487.1	XP_026932063.1
5	5	0.5589999999999999	NP_079083.2	XP_022281737.1	XP_023109719.1	XP_015394362.1	XP_026913595.1
5	5	0.6659999999999999	NP_113648.2	XP_013973890.2	XP_019686115.1	XP_015394364.1	XP_026913628.1
5	5	0.784	NP_060792.1	XP_850945.1	XP_023109707.1	XP_015394365.1	XP_026913629.1
5	5	0.8420000000000001	NP_009216.1	XP_005620731.1	XP_006941806.1	XP_015393482.1	XP_026932049.1
5	5	0.6459999999999999	NP_950248.1	XP_013971207.2	XP_023111956.1	XP_015393478.1	XP_014938025.1
5	5	0.76	NP_620411.2	XP_546427.2	XP_003992579.2	XP_015394373.1	XP_014929569.1
5	5	0.687	NP_001013663.1	XP_544551.4	XP_023113933.1	XP_015393629.1	XP_026916132.1
5	5	0.763	NP_002345.2	XP_005626295.1	XP_019682709.1	XP_015394172.1	XP_026928311.1
5	5	0.433	NP_919226.1	XP_853616.2	XP_023115302.1	XP_015393707.1	XP_026910936.1
5	5	0.813	NP_803237.3	XP_022270509.1	XP_023115305.1	XP_015393706.1	XP_026910889.1
5	5	0.736	NP_003293.2	XP_536859.1	XP_011288677.1	XP_015393701.1	XP_014927341.2
5	5	0.758	NP_003189.2	XP_022270635.1	XP_023114069.1	XP_015393656.1	XP_026915906.1
5	5	0.89	NP_039234.1	XP_544493.2	XP_023114083.1	XP_015393647.1	XP_026915854.1
5	5	0.612	NP_079081.2	XP_013968527.1	XP_023097909.1	XP_015394190.1	XP_026925050.1
5	5	0.563	NP_076406.1	XP_003640026.2	XP_003988514.1	XP_007076391.1	XP_014917268.1
5	5	0.705	NP_076408.1	NP_001138974.1	XP_003988464.1	XP_007076392.1	XP_014917266.1
5	5	0.785	NP_036519.2	XP_848494.1	XP_003989576.1	XP_015393622.1	XP_026916080.1
5	5	0.6859999999999999	NP_056506.2	XP_548855.3	XP_023105181.1	XP_015394224.1	XP_026910450.1
5	5	0.547	NP_689418.2	NP_001026989.1	XP_019694603.1	XP_015393619.1	XP_026914021.1
5	5	0.774	NP_150631.1	XP_022271242.1	XP_019679101.1	XP_015394232.1	XP_026910278.1
5	5	0.631	NP_000862.1	XP_544528.5	XP_023114000.1	XP_015393615.1	XP_026916033.1
5	5	0.715	NP_001129162.1	XP_003640059.2	XP_003999873.2	XP_015394235.1	XP_026898700.1
5	5	0.903	NP_001294956.1	XP_849421.1	XP_023095017.1	XP_015394236.1	XP_026892625.1
5	5	0.5870000000000001	NP_734464.1	XP_013962532.1	XP_023115826.1	XP_015393611.1	XP_026914014.1
5	5	0.777	NP_001121631.1	XP_548308.2	XP_011287314.1	XP_007076165.1	XP_014929767.2
5	5	0.7709999999999999	NP_038470.1	XP_531986.2	XP_006939312.2	XP_007076582.1	XP_014934903.1
5	5	0.889	NP_001011663.1	XP_852021.1	XP_023096651.1	XP_015392212.1	XP_014918564.2
5	5	0.785	NP_110442.1	XP_003639904.1	XP_003983681.1	XP_015392190.1	XP_014927395.1
5	5	0.878	NP_079068.1	XP_537761.2	XP_003996494.1	XP_007076166.2	XP_026890414.1
5	5	0.736	NP_001305255.1	XP_022267861.1	XP_019669256.1	XP_015392174.1	XP_026918633.1
5	5	0.863	NP_112489.3	XP_851341.2	XP_019669246.2	XP_015392168.1	XP_026918626.1
5	5	0.653	NP_001092304.1	XP_022260015.1	XP_019681585.2	XP_015395459.1	XP_026907122.1
5	5	0.861	NP_005420.1	XP_540047.2	XP_023108079.1	XP_015392223.1	XP_026932851.1
5	5	0.685	NP_004620.1	XP_854703.1	XP_003995652.1	XP_007076587.1	XP_014934976.1
5	5	0.802	NP_057164.3	XP_537759.2	XP_003996497.1	XP_007076162.1	XP_014929764.2
5	5	0.637	NP_116116.1	XP_543999.1	XP_003994426.1	XP_015392131.1	XP_026918779.1
5	5	0.893	NP_001077382.1	XP_005637734.1	XP_003994417.1	XP_015392130.1	XP_026918766.1
5	5	0.7879999999999999	NP_037469.2	XP_537758.1	XP_003996499.1	XP_007076160.1	XP_014920598.1
5	5	0.677	NP_033720.2	XP_849207.1	XP_003996960.1	XP_015395515.1	XP_014925115.2
5	5	0.8540000000000001	NP_660328.2	XP_003640037.1	XP_023096593.1	XP_015392126.1	XP_026918625.1
5	5	0.855	NP_060613.1	XP_537640.2	XP_023099831.1	XP_015395524.1	XP_026904709.1
5	5	0.44	NP_976044.2	XP_013973302.1	XP_006939321.1	XP_007076589.1	XP_014934984.1
5	5	0.802	NP_001265178.1	XP_003434626.2	XP_023094909.1	XP_015392262.1	XP_026892412.1
5	5	0.72	NP_001157879.1	XP_853993.1	XP_006940043.1	XP_007076178.1	XP_014936847.1
5	5	0.593	NP_976308.1	XP_003432746.1	XP_003997459.1	XP_015392364.1	XP_026893150.1
5	5	0.562	NP_703148.4	XP_022259369.1	XP_023101631.1	XP_015392359.1	XP_026892807.1
5	5	0.845	NP_001243649.1	XP_005621567.1	XP_019676470.1	XP_015395353.1	XP_026898967.1
5	5	0.7979999999999999	NP_077748.3	XP_022277425.1	XP_023097720.1	XP_015392300.1	XP_026924694.1
5	5	0.636	NP_659457.2	XP_547689.4	XP_003995231.2	XP_015392296.1	XP_014927734.2
5	5	0.688	NP_689571.2	XP_533612.1	XP_003997524.1	XP_015395378.1	XP_026892851.1
5	5	0.696	NP_758955.2	XP_005624967.1	XP_006940063.1	XP_007076153.1	XP_014920593.2
5	5	0.745	NP_001671.2	XP_005619594.2	XP_019666910.1	XP_015392260.1	XP_026892420.1
5	5	0.777	NP_001646.2	XP_536552.2	XP_003992463.1	XP_015392255.1	XP_026892453.1
5	5	0.883	NP_742034.1	XP_849875.1	XP_003999951.3	XP_015392240.1	XP_026920179.1
5	5	0.408	NP_861453.1	XP_005637477.1	XP_019691400.1	XP_015395396.1	XP_014921300.2
5	5	0.7809999999999999	NP_001273706.1	XP_013964804.1	XP_011289646.1	XP_015392237.1	XP_026920155.1
5	5	0.7559999999999999	NP_001104789.1	XP_022259950.1	XP_003984652.1	XP_015392227.1	XP_026932877.1
5	5	0.6459999999999999	NP_149059.1	XP_541473.2	XP_003997517.2	XP_015395414.1	XP_026892927.1
5	5	0.812	NP_060102.1	XP_849962.1	XP_011279675.1	XP_015392226.1	XP_026932878.1
5	5	0.6559999999999999	NP_775813.2	XP_005636570.1	XP_011286169.2	XP_015391887.1	XP_026900139.1
5	5	0.7709999999999999	NP_001983.2	XP_005618243.1	XP_003981132.2	XP_015391987.1	XP_026895472.1
5	5	0.937	NP_001873.2	XP_853211.2	XP_023113461.1	XP_015391986.1	XP_026895460.1
5	5	0.767	NP_057602.2	XP_548297.2	XP_003996521.1	XP_007076127.1	XP_014936925.1
5	5	0.909	NP_000739.1	XP_547565.2	XP_023103325.1	XP_015395624.1	XP_026904256.1
5	5	0.76	NP_940975.2	XP_003431614.1	XP_023098173.1	XP_007076615.2	XP_026895125.1
5	5	0.757	NP_001025184.1	XP_022267530.1	XP_019669713.1	XP_015391947.1	XP_026917828.1
5	5	0.8029999999999999	NP_005689.2	XP_851948.1	XP_023103161.1	XP_015395644.1	XP_026904117.1
5	5	0.773	NP_658985.2	XP_854934.4	XP_023103047.1	XP_015395649.1	XP_026904438.1
5	5	0.815	NP_612472.1	XP_537748.3	XP_011287290.1	XP_007076121.1	XP_014936917.2
5	5	0.777	NP_060281.2	XP_854606.3	XP_011286889.1	XP_007076630.1	XP_014928774.1
5	5	0.8220000000000001	NP_075053.2	XP_850350.1	XP_011282267.1	XP_015391990.1	XP_026896411.1
5	5	0.7959999999999999	NP_997716.1	XP_851253.1	XP_003990657.1	XP_015395677.1	XP_014933154.1
5	5	0.785	NP_075068.2	XP_538704.3	XP_023098157.1	XP_007076631.1	XP_014928783.2
5	5	0.807	NP_004916.1	XP_854596.1	XP_011286890.1	XP_007076632.1	XP_026895094.1
5	5	0.7929999999999999	NP_006808.1	XP_022266506.1	XP_003994728.2	XP_015391880.1	XP_026899641.1
5	5	0.6890000000000001	NP_660157.1	XP_005625897.1	XP_004001590.1	XP_015391846.1	XP_014933364.1
5	5	0.8059999999999999	NP_149975.1	XP_548290.4	XP_003996538.1	XP_007076111.1	XP_014936920.2
5	5	0.883	NP_000718.1	XP_853551.1	XP_003997125.1	XP_015395750.1	XP_026903670.1
5	5	0.8140000000000001	NP_919307.1	XP_531730.1	XP_011282532.1	XP_015391822.1	XP_026926482.1
5	5	0.773	NP_066960.1	XP_548281.2	XP_003996548.1	XP_007076108.1	XP_026890288.1
5	5	0.631	NP_001290551.1	XP_022280969.1	XP_019687275.1	XP_015395534.1	XP_026932549.1
5	5	0.764	NP_005331.1	XP_531895.2	XP_023110584.1	XP_015395537.1	XP_014922903.1
5	5	0.624	NP_899230.2	XP_005637923.1	XP_023096515.1	XP_015392118.1	XP_026918442.1
5	5	0.7020000000000001	NP_057132.2	XP_003431639.1	XP_023110546.1	XP_015395559.1	XP_026932577.1
5	5	0.7709999999999999	NP_001026916.2	XP_022267316.1	XP_023096431.1	XP_015392082.1	XP_026919308.1
5	5	0.7120000000000001	NP_115517.1	XP_868363.2	XP_003996508.2	XP_007076147.1	XP_014920586.1
5	5	0.703	NP_006265.1	NP_001005256.1	XP_003995635.1	XP_007076596.1	XP_014928523.1
5	5	0.777	NP_001184147.1	XP_003433851.1	XP_011281257.1	XP_015392067.1	XP_026897237.1
5	5	0.67	NP_002980.1	NP_001005258.1	XP_003995636.1	XP_007076597.1	XP_014928492.1
5	5	0.473	NP_065770.1	XP_541492.3	XP_023101907.1	XP_015395327.1	XP_026893918.1
5	5	0.799	NP_000146.2	XP_852579.1	XP_003995629.1	XP_007076603.1	XP_014928540.2
5	5	0.581	NP_006608.1	XP_013970781.1	XP_023103139.1	XP_015395598.1	XP_026904329.1
5	5	0.79	NP_005989.3	XP_537245.3	XP_003999670.1	XP_015395601.1	XP_014935141.2
5	5	0.775	NP_004263.1	XP_849709.1	XP_019691474.1	XP_015392021.1	XP_014924582.1
5	5	0.897	NP_054736.1	XP_537247.1	XP_003999677.1	XP_015395609.1	XP_026904128.1
5	5	0.684	NP_001157569.1	XP_022272455.1	XP_003981180.1	XP_015392005.1	XP_026894637.1
5	5	0.8740000000000001	NP_001157914.1	XP_003433816.1	XP_003981079.1	XP_015391991.1	XP_026896908.1
5	5	0.779	NP_005636.1	NP_001238967.1	XP_003990443.1	XP_007076500.1	XP_014930674.1
5	5	0.737	NP_079441.1	XP_544650.2	XP_019688108.1	XP_015392882.1	XP_026922926.1
5	5	0.812	NP_085125.1	XP_541605.2	XP_011288197.2	XP_015394994.1	XP_026893392.1
5	5	0.768	NP_055419.1	XP_003639313.1	XP_003996436.1	XP_007076218.1	XP_026890531.1
5	5	0.79	NP_001123920.1	XP_005638315.1	XP_006932699.1	XP_015392852.1	XP_026922764.1
5	5	0.643	NP_001026919.2	XP_013975412.1	XP_011288265.3	XP_015395012.1	XP_026892769.1
5	5	0.762	NP_001138584.1	XP_003640074.1	XP_023111934.1	XP_015392835.1	XP_026924142.1
5	5	0.9309999999999999	NP_061947.1	XP_858084.1	XP_003987315.2	XP_015392828.1	XP_026922770.1
5	5	0.774	NP_001186805.1	NP_001239196.1	XP_011281329.1	XP_015392883.1	XP_026922928.1
5	5	0.648	NP_872426.1	XP_003639344.1	XP_019673157.1	XP_015395043.1	XP_014943904.2
5	5	0.591	NP_115984.3	XP_548196.2	XP_003996751.1	XP_015395058.1	XP_026889846.1
5	5	0.777	NP_258259.1	NP_001183958.1	NP_001182168.1	XP_015392730.1	XP_014940109.2
5	5	0.8009999999999999	NP_006142.1	XP_022278902.1	XP_023099790.1	XP_015395066.1	XP_026890020.1
5	5	0.845	NP_055721.3	XP_853253.1	XP_023099565.1	XP_015395069.1	XP_026890049.1
5	5	0.835	NP_056007.1	XP_013962331.1	XP_023107218.1	XP_015395086.1	XP_026925392.1
5	5	0.8	NP_000205.1	XP_005634840.1	XP_003983833.2	XP_015395090.1	XP_026925368.1
5	5	0.7859999999999999	NP_872386.1	XP_854631.1	XP_003990453.1	XP_007076484.1	XP_014930814.2
5	5	0.7759999999999999	NP_149039.2	XP_022264456.1	XP_019666114.1	XP_015394865.1	XP_026917389.1
5	5	0.792	NP_000840.2	XP_537037.1	XP_003990462.1	XP_007076475.1	XP_014930887.2
5	5	0.667	NP_002892.1	XP_005631772.1	XP_006937245.2	XP_015392984.1	XP_026928744.1
5	5	0.725	NP_689419.3	XP_547770.4	XP_023111423.1	XP_015392980.1	XP_026921372.1
5	5	0.8690000000000001	NP_065877.1	XP_540764.3	XP_023095559.1	XP_015392979.1	XP_026928631.1
5	5	0.79	NP_001976.1	XP_533603.2	XP_003997506.1	XP_015394898.1	XP_026892991.1
5	5	0.741	NP_004988.2	XP_022276481.1	XP_006942934.4	XP_015394901.1	XP_026930890.1
5	5	0.7859999999999999	NP_002014.2	XP_545677.2	XP_006942940.1	XP_015394902.1	XP_026930563.1
5	5	0.7959999999999999	NP_060678.2	XP_013966655.1	XP_006942961.2	XP_015394919.1	XP_026930585.1
5	5	0.7859999999999999	NP_066979.2	XP_022265189.1	XP_023107217.1	XP_015395091.1	XP_026925395.1
5	5	0.698	NP_054760.4	XP_533796.3	XP_003982367.1	XP_015392946.1	XP_026894748.1
5	5	0.5720000000000001	NP_065729.1	XP_022262292.1	XP_019678584.1	XP_015392941.1	XP_026894803.1
5	5	0.488	NP_937792.2	XP_005622250.1	XP_023103794.1	XP_015394948.1	XP_026930482.1
5	5	0.877	NP_004489.1	XP_851227.2	XP_003987180.1	XP_015392906.1	XP_014918975.2
5	5	0.7759999999999999	NP_002781.2	XP_003639184.1	XP_003990451.1	XP_007076490.1	XP_014930773.1
5	5	0.7909999999999999	NP_037408.2	XP_548339.1	XP_003996438.1	XP_007076222.1	XP_026890528.1
5	5	0.882	NP_006657.1	XP_533625.2	XP_023100969.1	XP_015395252.1	XP_026892782.1
5	5	0.7809999999999999	NP_001291320.1	XP_013978307.1	XP_023095209.1	XP_015392485.1	XP_026895618.1
5	5	0.772	NP_001265402.1	XP_013978305.1	XP_023095206.1	XP_015392482.1	XP_026895615.1
5	5	0.8109999999999999	NP_001208.2	XP_852031.1	XP_003997579.1	XP_015395210.1	XP_014942634.2
5	5	0.631	NP_001034637.2	XP_851516.3	XP_023095193.1	XP_015392464.1	XP_026895647.1
5	5	0.677	NP_001288155.1	XP_866572.1	XP_023098194.1	XP_007076562.1	XP_014934890.1
5	5	0.695	NP_060712.2	XP_022274342.1	XP_003996411.1	XP_015392453.1	XP_026903232.1
5	5	0.8009999999999999	NP_076957.3	XP_005620212.1	XP_023100387.1	XP_015392436.1	XP_026903275.1
5	5	0.902	NP_002372.1	XP_022260186.1	XP_023107847.1	XP_015392421.1	XP_026933758.1
5	5	0.815	NP_004410.3	XP_544014.2	XP_023096678.1	XP_015395298.1	XP_026918835.1
5	5	0.816	NP_079170.2	XP_848680.1	XP_003984550.1	XP_015392408.1	XP_026933689.1
5	5	0.6779999999999999	NP_036476.2	XP_540085.2	XP_019683678.1	XP_015392407.1	XP_026889340.1
5	5	0.691	NP_003881.2	XP_022261796.1	XP_023101598.1	XP_015395322.1	XP_026900687.1
5	5	0.828	NP_002227.2	XP_540081.1	XP_004001648.2	XP_015392405.1	XP_014930229.2
5	5	0.821	NP_078977.2	XP_022270383.1	XP_023112061.1	XP_015392624.1	XP_026929130.1
5	5	0.847	NP_149073.1	XP_531625.3	XP_003988906.1	XP_015392712.1	XP_014940609.2
5	5	0.852	NP_065803.2	XP_013977151.1	XP_011281987.2	XP_015392691.1	XP_014921789.2
5	5	0.836	NP_001136254.1	XP_005630899.1	XP_011283468.2	XP_007076521.1	XP_026914114.1
5	5	0.483	NP_001032821.1	NP_001271374.1	XP_023107131.1	XP_015392666.1	XP_014939666.1
5	5	0.7759999999999999	NP_001278923.1	XP_013974317.1	XP_011280025.1	XP_015395136.1	XP_014937380.1
5	5	0.708	NP_001124.1	XP_532408.2	XP_019684940.2	XP_015395141.1	XP_014935498.2
5	5	0.5920000000000001	NP_115989.1	XP_848341.1	XP_019695211.2	XP_007099332.1	XP_014924643.2
5	5	0.902	NP_060743.2	XP_854887.1	XP_023101068.1	XP_015395157.1	XP_026893751.1
5	5	0.8059999999999999	NP_001423.1	XP_005628350.1	XP_023109169.1	XP_015395158.1	XP_014935667.1
5	5	0.7559999999999999	NP_064529.4	XP_013969795.1	XP_011288736.2	XP_015392602.1	XP_014931603.1
5	5	0.745	NP_113673.3	XP_854878.1	XP_003997747.1	XP_015395169.1	XP_026893766.1
5	5	0.75	NP_001032242.1	XP_022276373.1	XP_023102466.1	XP_015392579.1	XP_026897675.1
5	5	0.772	NP_005884.2	XP_005626862.1	XP_003995671.2	XP_007076540.1	XP_014934986.1
5	5	0.861	NP_002514.1	XP_003639131.1	XP_019675806.2	XP_015392565.1	XP_026898031.1
5	5	0.782	NP_001037729.1	XP_868663.2	XP_003995660.1	XP_007076554.1	XP_014934883.1
5	5	0.6579999999999999	NP_006359.3	XP_854750.2	XP_003995658.1	XP_007076555.1	XP_014934879.2
5	5	0.706	NP_710159.1	XP_005629977.2	XP_023108352.1	XP_007097239.1	XP_026926765.1
5	5	0.9309999999999999	NP_076417.2	XP_022266033.1	XP_023097048.1	XP_015399514.1	XP_026900086.1
5	5	0.838	NP_060922.2	XP_854962.1	XP_003986716.1	XP_007097282.1	XP_014928559.2
5	5	0.758	NP_149972.1	XP_022274068.1	XP_011280861.2	XP_007097281.1	XP_026912363.1
5	5	0.78	NP_057104.2	XP_533459.2	XP_003986729.1	XP_007097280.1	XP_014940419.1
5	5	0.7759999999999999	NP_061914.3	XP_541157.3	XP_003986709.1	XP_007097275.1	XP_014929156.1
5	5	0.679	NP_149110.1	XP_544414.3	XP_023100627.1	XP_015399530.1	XP_026900330.1
5	5	0.647	NP_113627.1	XP_022265851.1	XP_011279863.1	XP_007097257.1	XP_026925313.1
5	5	0.7709999999999999	NP_060716.2	XP_850388.2	XP_003984878.2	XP_007097250.2	XP_014925666.1
5	5	0.809	NP_004699.1	XP_005616835.1	XP_003998003.3	XP_015399537.1	XP_026900716.1
5	5	0.907	NP_004086.1	XP_549448.2	XP_003984833.1	XP_007097241.1	XP_026926283.1
5	5	0.8759999999999999	NP_002018.1	XP_532786.2	XP_003984787.1	XP_007097232.1	XP_026927428.1
5	5	0.802	NP_001230303.1	NP_001020790.1	XP_011279885.1	XP_007097225.1	XP_026924590.1
5	5	0.779	NP_776297.2	XP_005635670.1	XP_003984916.2	XP_007097222.1	XP_014929436.1
5	5	0.77	NP_003247.1	NP_001301035.1	XP_003982543.1	XP_007075509.1	XP_014930136.1
5	5	0.505	NP_003802.1	XP_022263091.1	XP_023100028.1	XP_015399565.1	XP_026905089.1
5	5	0.7759999999999999	NP_056273.2	XP_848653.1	XP_011279865.1	XP_007097193.1	XP_026925255.1
5	5	0.695	NP_060354.4	XP_003639935.1	XP_006930820.1	XP_007097190.1	XP_014928656.1
5	5	0.774	NP_056533.1	NP_001095303.1	XP_023110289.1	XP_007097317.1	XP_014940415.1
5	5	0.79	NP_001018082.1	XP_850942.1	XP_023113172.1	XP_015399412.1	XP_026926714.1
5	5	0.795	NP_000867.3	NP_001116074.1	XP_023110321.1	XP_007097331.1	XP_026912312.1
5	5	0.7929999999999999	NP_001029345.2	XP_531763.2	XP_023113157.1	XP_015399417.1	XP_026926752.1
5	5	0.725	NP_775930.2	XP_541778.3	XP_003982531.1	XP_007075544.1	XP_014924819.2
5	5	0.775	NP_115881.3	XP_541776.1	XP_003982512.1	XP_007075542.1	XP_014924826.1
5	5	0.774	NP_006069.1	XP_538400.2	XP_011282501.2	XP_015399430.1	XP_026926649.1
5	5	0.82	NP_002296.1	NP_001188417.1	XP_003989294.1	XP_015399435.1	XP_026926599.1
5	5	0.8190000000000001	NP_006510.1	XP_003638830.1	XP_003986725.1	XP_007097323.2	XP_026912340.1
5	5	0.7340000000000001	NP_783313.1	XP_533939.2	XP_003981763.1	XP_015399596.1	XP_026905017.1
5	5	0.778	NP_001354411.1	XP_022276830.1	XP_003999186.1	XP_007077099.1	XP_014928355.1
5	5	0.46799999999999997	NP_001369351.1	XP_541565.2	XP_023101002.1	XP_015399468.1	XP_026893583.1
5	5	0.778	NP_060917.1	XP_533744.1	XP_003982513.1	XP_007075538.1	XP_014924831.1
5	5	0.799	NP_078849.1	XP_854799.1	XP_003986694.1	XP_007097311.2	XP_026912431.1
5	5	0.821	NP_055137.2	XP_013970485.1	XP_003999187.4	XP_007077100.2	XP_014928357.2
5	5	0.87	NP_006723.2	NP_001013866.1	XP_003997689.1	XP_015399472.1	XP_026893603.1
5	5	0.779	NP_000292.1	NP_001273889.1	XP_006932192.1	XP_007097297.1	XP_026912305.1
5	5	0.858	NP_003049.2	NP_001273890.1	XP_003986743.2	XP_007097295.1	XP_026912308.1
5	5	0.78	NP_054880.2	XP_003432596.1	XP_003986739.1	XP_007097293.1	XP_026912322.1
5	5	0.8059999999999999	NP_060932.2	XP_005632227.2	XP_003982515.1	XP_007075535.1	XP_014924837.1
5	5	0.782	NP_001116296.1	XP_856634.1	XP_011279821.1	XP_015399700.1	XP_014931552.2
5	5	0.695	NP_001188472.1	XP_005626197.1	XP_003984082.1	XP_007075479.1	XP_026928177.1
5	5	0.765	NP_001304166.1	XP_022265747.1	XP_019684244.1	XP_015399712.1	XP_014928648.1
5	5	0.8029999999999999	NP_054900.2	XP_022280026.1	XP_023107481.1	XP_007075476.1	XP_026928150.1
5	5	0.7709999999999999	NP_060575.1	XP_848435.1	XP_003984790.1	XP_007097086.1	XP_014943988.1
5	5	0.777	NP_001008708.1	XP_854835.2	XP_003984041.1	XP_007075473.1	XP_014930184.1
5	5	0.784	NP_036312.2	XP_534554.3	XP_003984904.1	XP_015399754.1	XP_014928644.1
5	5	0.76	NP_000921.1	XP_539955.3	XP_011279798.1	XP_007097102.1	XP_014943973.1
5	5	0.87	NP_002494.2	XP_541633.1	XP_004001685.4	XP_007097044.1	XP_014942244.2
5	5	0.773	NP_110422.2	XP_849048.1	XP_011279837.1	XP_015399765.1	XP_014925659.1
5	5	0.76	NP_000046.1	NP_001300790.1	NP_001009364.1	XP_007077117.1	XP_014941230.1
5	5	0.501	NP_150281.1	XP_005616686.1	XP_023101272.1	XP_007097031.2	XP_026900470.1
5	5	0.743	NP_005294.1	XP_855486.1	NP_001306204.1	XP_007097010.1	XP_014927469.2
5	5	0.8170000000000001	NP_062823.1	XP_541713.3	XP_003997998.2	XP_007096996.1	XP_026900405.1
5	5	0.818	NP_003048.1	XP_022280832.1	XP_003986742.1	XP_015399783.1	XP_026912309.1
5	5	0.434	NP_006785.1	XP_022280439.1	XP_006930164.1	XP_007075465.1	XP_026928252.1
5	5	0.81	NP_694574.3	XP_022267289.1	XP_023101748.1	XP_007096978.1	XP_014939502.2
5	5	0.7659999999999999	NP_055277.1	XP_532806.3	XP_003984831.1	XP_007097141.1	XP_014931565.1
5	5	0.7709999999999999	NP_001182208.1	XP_003432789.1	XP_003982548.1	XP_007075504.1	XP_014930109.1
5	5	0.8290000000000001	NP_003944.1	XP_537211.3	XP_023103726.1	XP_007077109.1	XP_026901961.1
5	5	0.703	NP_001822.3	NP_001003370.1	XP_003984849.1	XP_007097164.1	XP_014925664.2
